orbital_period,transit_duration,planet_radius,transit_depth,stellar_radius,stellar_temp,label
6.7075429,2.125,17.4647,11920.0,1.24,6134.3,pc
3.5862962,3.3710943,16.4747611,5729.3246858,2.00441,5704.8,kp
1.8296155,2.166,29.3616,1406.0,3.5,7875.0,false_positive
11.1876137,3.183,31.8624,4924.0,2.05,7266.0,false_positive
7.0643978,2.424,9.39131,8268.0,0.96,5429.6,cp
8.9534775,2.696,2.35888,1136.0,0.76,5029.5,cp
7.5022708,2.605,5.55812,1760.0,1.27,6229.0,false_positive
14.0077666,5.8727493,12.4023108,5924.8349672,1.57435,6557.7,pc
1.692892,2.886,11.2371,1418.0,2.1,9121.5,false_positive
2.6652007,3.49,2.35964,819.0,0.56,4043.4,false_positive
1.2615323,1.039,8.67407,2841.0,0.78,4927.9,apc
6.0344667,1.89,4.44029,1800.0,1.05,5586.0,cp
9.6867516,2.512,3.00336,1669.0,0.73,4738.1,cp
2.1031647,5.059,16.7087,7142.0,1.93,6122.0,cp
7.6416041,2.654,27.538,6025.0,2.05,6496.7,false_positive
5.9294088,2.933,10.8101,10226.0,1.06,5095.6,false_positive
5.7484439,1.76,2.35215,1041.0,0.69,4534.0,cp
1.1967018,1.879,10.3239,824.0,1.73,5997.0,false_positive
11.2464616,7.391,17.6677,7576.0,2.01,6115.7,false_positive
2.5941968,0.861,4.47229,907.0,1.4,6389.0,pc
5.5411114,2.467,2.04482,633.0,0.82,5332.0,pc
10.6917268,3.002,1.79811,535.0,0.82,5332.0,pc
3.6950015,4.515,14.1288,7655.0,1.63,7106.7,apc
15.7335693,3.288,24.3218,2540.0,2.21,6800.0,false_positive
45.9403293,3.768,28.3312,14807.0,1.28,6479.3,apc
2.2219839,1.996,15.4416,4394.0,1.87,7166.8,false_positive
2.3106428,1.294,8.76741,6911.0,0.99,5339.9,cp
4.05135,2.4,14.2359,1132.23,3.85,4974.4,false_positive
5.5376617,2.517,15.6557,5390.0,2.06,6689.0,pc
4.5960377,4.744,16.2166,5000.0,2.12,7649.0,pc
3.612771,4.142,19.3662,11794.0,1.71,8324.0,kp
3.6714717,2.149,10.678,4340.0,1.54,5618.0,cp
11.535076,8.555958,12.215808,2389.90616,2.48771,5479.3,cp
0.8352406,1.043,6.4875,2065.0,1.24,6105.0,false_positive
2.4919771,1.4338141,2.2187585,2093.9594201,0.482388,3948.0,cp
25.5195307,6.6877451,2.9641461,558.3758637,1.17321,5742.22,cp
1.3812115,2.7372191,2.2402361,117.7553083,1.7756799,6711.0,pc
2.3922703,9.0053425,3.5905923,63.575141,4.1956,6090.0,pc
0.831542,1.985538,1.881684,248.969585,1.1512,5824.0,false_positive
2.6282553,2.0930597,0.9817044,75.2858004,1.10743,6282.0,pc
3.4239436,1.9601023,1.7581475,443.6391381,0.823019,5626.0,pc
10.983042,3.7478987,2.5070075,725.1724567,0.823019,5626.0,pc
17.726449,3.4404719,2.261664,747.7725499,0.823019,5626.0,pc
40.7199388,4.2436925,3.2352713,355.619391,1.55953,5914.0,pc
14.7741056,5.504,15.3936,15041.0,1.23,6053.0,apc
79.3739596,5.392,2.17454,1227.0,0.77,5168.33,false_positive
18.1663644,2.464,2.80447,624.0,1.14,5572.9,pc
105.5850893,11.6068811,2.5033335,462.9116325,1.1142,5909.57,pc
27.2149622,3.7190483,8.3475973,4731.4046225,0.989667,6270.0,false_positive
19.1807264,3.9621084,2.4311768,544.5602695,0.937973,5262.4,pc
1.2124493,0.9984653,0.879419,501.2911711,0.518,3751.0,pc
4.5541831,7.8146963,0.8887417,187.8286128,0.635812,4280.0,pc
41.4856125,6.6899368,12.5121956,959.7522291,3.4868701,6354.0,pc
13.7738265,2.9992376,1.8971927,338.2166234,1.01825,5455.96,pc
1.9142544,3.256,2.04421,248.0,1.59,6734.0,pc
5.0780325,1.2100353,2.6347763,5923.1283069,0.334125,3318.0,cp
70.3607265,1.0325441,8.2807306,1353.9678246,2.0982201,6308.0,apc
91.6827832,9.7504857,3.239855,713.2183569,1.01814,5802.0,cp
10.1944993,2.2648785,2.7392825,317.3261147,1.32661,6082.0,pc
14.64319,2.5483426,3.41248,242.7923919,2.04178,6516.0,false_positive
4.1782656,1.675904,2.1023854,2537.6781602,0.404403,3442.0,cp
17.9453645,3.0740072,3.3839124,5480.684864,0.404403,3442.0,cp
13.896396,3.5885605,2.4586343,748.5332881,0.888163,5522.87,pc
8.1213102,3.1040945,2.3157186,594.6443745,0.888163,5522.87,pc
3.9287851,1.8165271,2.329279,485.9762569,0.986943,5668.15,pc
27.3613778,4.0586418,6.4522449,20690.6684294,0.44128,3050.0,cp
29.0497517,7.117,2.84674,318.0,1.8,8208.0,cp
31.8132264,11.2567164,21.6314984,11479.375547,1.98893,6028.84,apc
3.3088922,6.114,24.9862,4736.0,2.62,6188.0,cp
25.0571312,7.5424225,3.2396838,533.486013,1.15281,5696.0,cp
24.2454967,3.3725583,3.878568,6260.6703602,0.465271,3535.0,cp
14.2545623,4.7250029,10.7048234,7899.6939555,1.09597,5739.0,pc
14.1758947,3.7543827,2.6231641,907.1324529,0.864173,5723.87,cp
19.5901578,4.002861,3.0026428,1182.6678641,0.864173,5723.87,cp
6.2036219,3.01098,2.056748,548.9044399,0.864173,5723.87,cp
3.79589,2.4602856,1.553135,317.5272928,0.864173,5723.87,cp
2.2645386,3.8193701,5.1936764,15019.9420903,0.411471,3443.0,false_positive
3.4447015,1.912,2.00495,796.0,0.63,3912.0,cp
3.0300715,2.5466671,12.7529892,21794.6136956,0.857369,5242.82,kp
12.72038,2.401,4.96046,1070.0,1.48,6212.0,kp
6.238755,3.6178567,2.9728283,373.5681138,1.47768,6212.0,kp
3.2947689,1.7483103,2.5248559,1324.0402774,0.62326,3853.0,cp
0.7645807,1.07057,1.2407226,394.9832006,0.62326,3853.0,cp
12.6396982,3.3830702,4.6025162,3292.6812864,0.789425,5217.0,cp
1.8428078,1.449,21.2705,1950.0,4.09,5080.0,apc
1.7208555,1.8346409,13.4646314,10014.2587401,1.33402,5832.83,kp
4.7802597,1.4588658,7.6126429,1015.4550043,2.3387201,5826.0,pc
0.3814849,0.565,2.0605,570.0,0.71,4255.0,pc
4.6595169,0.9011821,2.1961507,1725.1706259,0.490729,3489.0,pc
6.4002807,2.1559875,2.2730301,1026.6018729,0.720551,4599.0,cp
4.8204512,1.756,2.36747,1930.0,0.52,3692.0,pc
18.6548829,5.4431451,4.3869878,1495.4449473,0.876154,5141.0,cp
4.3074513,2.3379196,3.2819879,1094.8419495,0.876154,5141.0,cp
5.9041278,2.7678313,2.4489454,773.9266468,0.876154,5141.0,cp
37.9251983,3.5345219,3.241643,1370.7888539,0.876154,5141.0,cp
15.9234883,4.021,2.18203,493.0,1.08,5711.85,cp
4.3601536,2.3408909,6.9564258,5592.2909183,0.874131,5227.0,cp
13.0791581,2.97,3.25485,1143.0,1.0,5453.0,cp
4.6517186,2.709,2.66889,978.0,0.85,5154.0,cp
9.1549418,2.457,2.62011,1101.0,0.85,5154.0,cp
19.9815709,2.724,2.54717,909.0,0.85,5154.0,cp
1.4415044,0.9274524,3.8345209,547.3172736,1.58365,6603.0,fa
5.9630544,2.951,10.0859,11000.0,0.94,5273.0,apc
1.1219715,0.8226121,3.9968417,3997.6445916,0.624,5780.0,pc
4.6756655,1.914,4.03134,738.0,1.45,5779.0,false_positive
1.0180114,1.1353639,6.5875997,2618.9492168,1.0933,5451.0,apc
10.288886,1.391,2.63881,854.0,0.87,5126.0,cp
1.0332441,3.8017836,4.087988,26111.5081972,0.156193,2972.0,false_positive
5.4526479,3.401,14.5502,7750.0,1.57,6509.0,kp
10.2613397,4.855,3.60391,726.0,1.49,6124.0,pc
3.4779776,2.5103489,12.5541925,27021.6932424,0.765001,4699.0,cp
3.0354017,2.8809533,14.1334903,16196.2158157,1.07224,5751.0,kp
3.1274634,1.9812695,2.5802896,1331.83693,0.693431,4225.0,cp
7.4931613,1.9339295,2.7733674,1650.6470497,0.693431,4225.0,cp
49.825166,3.8714976,3.8319135,2059.4069037,0.693431,4225.0,cp
18.0574016,3.592177,3.8092663,1198.0572128,1.01,5897.0,pc
20.8774413,3.562,2.16145,771.0,0.9,5396.0,pc
1.0214555,1.252,1.46266,319.0,0.82,5098.0,pc
2.7441672,1.418,7.84317,5650.0,0.97,5040.0,pc
2.2047452,3.996,17.9781,6872.0,1.99,6532.23,kp
10.8948421,2.0719394,2.4691414,3168.3853584,0.435666,3618.0,cp
18.8016111,1.9093524,1.9112282,1686.7881033,0.435666,3618.0,cp
6.7900981,6.0786576,9.7548481,2158.1733568,2.00068,6378.0,kp
8.157721,3.788,9.31888,10273.0,0.9,5091.2,cp
4.2529641,2.5733867,2.3483383,758.584999,0.848906,5591.0,cp
9.2378703,2.535,2.22995,660.0,0.85,5591.0,pc
3.7955178,2.0198135,10.3261619,52278.9940979,0.445372,3424.0,cp
14.3034613,3.135,18.4949,48840.0,0.83,5056.6,false_positive
6.1349783,5.661,13.1383,3860.0,2.05,5828.7,kp
3.3159772,1.494,4.5947,2770.0,0.81,4972.7,cp
4.6313014,1.435,9.34848,4860.0,1.07,5736.0,cp
19.3203478,4.215,9.38964,13910.0,0.8,4968.1,pc
11.3246821,5.9704136,4.2917226,1937.5829721,0.824734,5518.0,fa
6.261169,2.0369188,1.3468319,4005.022808,0.211257,3145.0,fa
14.8559691,3.711,2.72638,1127.0,0.86,5544.0,pc
14.4751062,1.6182484,8.6976173,9618.5798534,0.55035,3841.0,cp
9.6141636,3.4271882,3.2264735,933.6532689,0.840608,5477.0,cp
4.9404714,1.954,2.3216,455.0,1.13,6086.0,cp
9.6926392,3.0182304,3.289074,1838.2370548,0.746003,4665.0,pc
6.390888,3.766,2.47201,435.0,1.32,6191.0,pc
0.9689927,2.5496309,17.1331258,13532.9710157,1.41398,6430.0,kp
10.338505,4.242,11.8729,18162.0,0.84,5336.96,kp
1.283251,2.012261,2.558112,1961.318203,0.560391,3855.0,false_positive
1.2284388,1.9190118,1.866263,1229.4965125,0.53023,3526.0,false_positive
0.6166953,0.712,10.4852,1089.0,1.57,6588.0,apc
9.6001126,4.9882857,2.4070295,380.4193796,1.2103699,5891.0,pc
2.6998294,2.208,4.94551,2798.0,0.92,6180.0,cp
0.581322,1.3261177,2.2014886,3206.6010016,0.38621,3446.0,false_positive
0.980972,0.5405036,5.9162923,6178.392421,0.764401,4486.0,cp
5.3987355,3.127,2.25345,352.0,1.26,5875.23,kp
7.16199,7.668,5.05452,800.0,1.81,6229.0,pc
1.4412175,1.666,17.0442,12927.0,1.46,5672.9,false_positive
1.6849938,0.916,3.76716,990.0,1.11,5923.0,pc
3.9152737,2.562,9.43435,3350.0,1.58,5714.0,cp
3.1968838,3.7533697,14.9685779,7958.980656,1.59715,6470.0,cp
3.9443668,4.8652146,14.5727196,6732.488454,1.75475,5494.0,cp
3.93034,3.667,14.8838,9724.58,1.37,6292.0,false_positive
4.5371361,4.042155,9.8153513,4199.7558754,1.48668,5731.0,cp
14.3392144,4.6064739,2.2963233,392.6346872,1.1374201,6295.7,cp
2.8716983,4.668,18.1267,8568.0,1.91,6840.0,kp
6.0964074,2.3632965,2.5856853,1142.4891745,0.731699,4820.4,cp
5.6666168,3.604,14.8589,9780.0,1.47,6530.0,pc
1.56029,2.751,18.4825,1690.0,2.29,6897.0,false_positive
8.8735214,4.059,6.0401,1949.0,1.18,5992.0,false_positive
7.6869063,4.652,23.7824,4500.0,3.07,5147.3,false_positive
1.3797091,2.352,22.2329,1320.0,2.67,5924.0,false_positive
6.2407826,1.513,16.0959,6114.0,0.9,4174.0,apc
2.6796,2.771,11.8862,7590.0,1.32,5938.0,false_positive
6.1406417,2.3525428,26.5174686,9437.1831553,1.87493,8298.0,apc
11.0765063,4.692,12.8076,4400.0,1.86,6460.0,false_positive
0.6193401,1.514,8.84136,1853.0,1.79,7812.5,false_positive
2.6400663,3.368,18.2671,1328.0,2.72,5155.0,false_positive
2.5778717,3.472,18.687,1010.0,3.16,8321.0,false_positive
3.80509,3.347,8.57193,1280.0,2.35,6555.5,false_positive
2.99041,3.952,24.2511,1290.0,3.56,8542.0,false_positive
0.890967,1.784,2.89678,1100.0,0.87,5159.2,false_positive
2.1096805,2.1344043,3.6396725,1309.7297126,0.940806,5673.0,cp
1.19888,1.558,20.5525,1169.03,5.46,7315.0,false_positive
2.03905,2.26,6.42307,430.0,2.68,9003.0,false_positive
2.9424142,4.073,9.70968,1400.0,1.79,6854.0,false_positive
1.0793011,2.196,3.31116,1562.0,0.67,4349.3,false_positive
3.9392211,2.379,27.6744,1468.0,4.12,8715.0,apc
4.0157492,2.706,6.47219,1150.0,2.07,6585.0,false_positive
2.01976,3.394,7.3626,3963.85,1.72,7274.6,false_positive
8.1995368,2.1168277,1.9226211,903.3694431,0.650533,4028.0,pc
2.65646,2.475,12.1711,773.369,3.98,6135.4,false_positive
4.7201912,4.416,15.2105,6710.0,1.8,6696.0,cp
4.03349,2.684,23.4514,1530.0,6.37,11348.0,false_positive
3.3295394,2.77,14.3988,2620.0,2.35,7965.0,false_positive
3.8615978,1.678,13.8394,1020.0,2.45,7396.0,false_positive
3.3448312,3.322,21.2012,13626.0,1.76,9364.0,kp
95.174,11.6316864,7.8498891,2600.061605,1.51811,5723.2,cp
8.8803281,2.71,3.20594,1238.0,0.92,5555.7,cp
28.580474,4.5139977,3.1455035,1081.396943,0.920435,5555.7,cp
38.3511223,5.9120193,3.2843583,1029.0917261,0.920435,5555.7,cp
1.4015183,1.1583061,1.4616853,593.7540922,0.597007,3794.0,cp
8.5874668,5.1458902,5.3744721,1904.8131484,0.987583,5929.0,false_positive
6.4474918,2.643,48.9878,9270.0,1.69,6477.6,false_positive
3.4040139,4.837,5.34279,935.0,1.65,9622.0,false_positive
13.7432169,2.73,25.7481,5046.0,1.4,5941.5,false_positive
8.47134,6.989,16.9325,540.0,4.88,5146.0,pc
5.5025577,3.1711008,2.7049797,844.7022676,0.784109,4965.0,cp
1.7622537,0.8779711,2.5235818,733.5550822,0.784109,4965.0,cp
0.8474218,0.8758764,1.7536544,424.3932848,0.846387,5300.0,cp
4.8420438,2.4105648,1.6177405,318.6638392,0.846387,5300.0,cp
2.14056,2.029,1.83828,355.8315803,0.84,4567.0,false_positive
